ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,80:8d:b7:55:35:03,38:17:c3:1f:01:82,38:17:c3:1f:01:81,b0:be:76:f8:30:5e,80:8d:b7:55:35:01,38:17:c3:1f:01:80,80:8d:b7:55:35:02,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,38:17:c3:1f:01:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,38:17:c3:1f:01:92,38:17:c3:19:d7:62,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,44:48:c1:a5:82:31,38:17:c3:19:d7:71,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,38:17:c3:19:d7:70,38:17:c3:19:d7:72,44:48:c1:a5:82:21,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,44:48:c1:a5:82:30,00:4e:35:df:06:50,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:df:06:51,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,44:48:c1:a5:82:20,44:48:c1:a5:82:22,00:4e:35:df:06:42,20:a6:cd:50:24:a0,38:17:c3:19:45:b2,80:8d:b7:55:35:00,80:8d:b7:55:39:c2,80:8d:b7:55:25:e1,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,38:17:c3:19:55:50,38:17:c3:1e:ff:01,00:4e:35:df:06:40,20:a6:cd:50:24:a1,38:17:c3:1e:ff:00,38:17:c3:19:45:b1,38:17:c3:1f:22:30,00:4e:35:df:06:41,68:ff:7b:e4:af:38,b4:5d:50:e1:92:23,68:ff:7b:e4:af:39,38:17:c3:19:55:52,38:17:c3:19:71:90,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:55:40,b4:5d:50:e1:92:31,38:17:c3:19:55:51,b4:5d:50:e1:92:33,00:4e:35:de:e1:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:55:41,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:1f:08:41,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:08:50,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:d7:40,00:4e:35:de:d7:41,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1f:0f:92,38:17:c3:24:4f:10,20:a6:cd:42:0b:e3,38:17:c3:24:4f:11,20:a6:cd:42:0b:f0,38:17:c3:1f:22:21,38:17:c3:24:4f:00,38:17:c3:19:45:a1,b4:5d:50:e1:96:53,38:17:c3:19:45:a0,38:17:c3:1f:00:b0,38:17:c3:1f:0f:91,38:17:c3:24:4f:02,38:17:c3:1f:09:92,00:4e:35:df:27:12,38:17:c3:1f:09:91,38:17:c3:1f:09:83,b4:5d:50:e1:96:43,38:17:c3:19:45:a2,38:17:c3:24:4f:12,b4:5d:50:e1:96:51,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,0a:05:a7:e3:d9:82,9e:2b:77:8e:45:c7,38:17:c3:1f:00:b2,44:48:c1:91:95:b1,38:17:c3:1f:00:b1,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,x,y,label
-80,-93,-100,-100,-88,-90,-87,-87,-86,-87,-87,-89,-89,-100,-100,-60,-93,-100,-98,-100,-80,-100,-100,-72,-73,-81,-82,-100,-100,-72,-72,-90,-84,-85,-91,-92,-90,-71,-91,-94,-97,-71,-71,-88,-63,-100,-100,-100,-62,-62,-100,-100,-100,-100,-81,-75,-85,-78,-100,-100,-97,-100,-65,-100,-100,-95,-80,-85,-100,-100,-66,-100,-64,-100,-100,-100,-100,-64,-100,-100,-94,-66,-100,-100,-100,-60,-100,-67,-100,-75,-100,-100,-75,-75,-58,-80,-82,-83,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-86,-86,-83,-100,-100,-90,-92,-83,-83,-99,-100,-100,-94,-94,-98,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-80,-93,-100,-100,-88,-90,-87,-87,-86,-87,-87,-89,-89,-100,-100,-60,-93,-100,-98,-100,-80,-100,-100,-72,-73,-81,-82,-100,-100,-72,-72,-90,-84,-85,-91,-92,-90,-71,-91,-94,-97,-71,-71,-88,-63,-100,-100,-100,-62,-62,-100,-100,-100,-100,-81,-75,-85,-78,-100,-100,-97,-100,-65,-100,-100,-95,-80,-85,-100,-100,-66,-100,-64,-100,-100,-100,-100,-64,-100,-100,-94,-66,-100,-100,-100,-60,-100,-67,-100,-75,-100,-100,-75,-75,-58,-80,-82,-83,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-86,-86,-83,-100,-100,-90,-92,-83,-83,-99,-100,-100,-94,-94,-98,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-77,-93,-100,-100,-86,-89,-87,-86,-88,-88,-87,-88,-93,-100,-100,-60,-95,-100,-100,-100,-81,-100,-100,-72,-73,-82,-82,-100,-100,-73,-72,-87,-86,-90,-88,-88,-95,-71,-88,-90,-100,-71,-71,-87,-61,-100,-100,-100,-61,-60,-100,-100,-100,-100,-82,-77,-84,-78,-100,-100,-94,-100,-66,-100,-100,-94,-81,-86,-100,-100,-64,-100,-67,-100,-100,-100,-100,-66,-100,-100,-94,-64,-100,-100,-100,-59,-100,-65,-100,-77,-100,-100,-77,-77,-57,-81,-80,-85,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-81,-81,-83,-100,-100,-83,-93,-83,-83,-98,-100,-100,-98,-98,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-77,-93,-100,-100,-86,-89,-87,-86,-88,-88,-87,-88,-93,-100,-100,-60,-95,-100,-100,-100,-81,-100,-100,-72,-73,-82,-82,-100,-100,-73,-72,-87,-86,-90,-88,-88,-95,-71,-88,-90,-100,-71,-71,-87,-61,-100,-100,-100,-61,-60,-100,-100,-100,-100,-82,-77,-84,-78,-100,-100,-94,-100,-66,-100,-100,-94,-81,-86,-100,-100,-64,-100,-67,-100,-100,-100,-100,-66,-100,-100,-94,-64,-100,-100,-100,-59,-100,-65,-100,-77,-100,-100,-77,-77,-57,-81,-80,-85,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-81,-81,-83,-100,-100,-83,-93,-83,-83,-98,-100,-100,-98,-98,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-78,-92,-100,-100,-86,-89,-87,-87,-88,-88,-86,-88,-92,-100,-100,-59,-94,-100,-98,-100,-81,-100,-100,-72,-73,-81,-82,-100,-100,-72,-72,-87,-87,-89,-88,-89,-94,-71,-88,-91,-99,-71,-71,-86,-61,-100,-100,-99,-61,-60,-100,-100,-100,-100,-82,-76,-84,-78,-100,-100,-94,-99,-66,-100,-100,-94,-80,-86,-100,-100,-64,-100,-65,-100,-100,-100,-99,-66,-99,-100,-94,-64,-100,-100,-100,-59,-100,-66,-100,-76,-100,-100,-76,-77,-58,-81,-80,-84,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-82,-82,-83,-100,-100,-85,-93,-83,-83,-98,-100,-100,-98,-98,-99,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-77,-93,-100,-100,-86,-89,-87,-86,-88,-88,-87,-88,-93,-100,-100,-60,-95,-100,-100,-100,-81,-100,-100,-72,-73,-82,-82,-100,-100,-73,-72,-87,-86,-90,-88,-88,-95,-71,-88,-90,-100,-71,-71,-87,-61,-100,-100,-100,-61,-60,-100,-100,-100,-100,-82,-77,-84,-78,-100,-100,-94,-100,-66,-100,-100,-94,-81,-86,-100,-100,-64,-100,-67,-100,-100,-100,-100,-66,-100,-100,-94,-64,-100,-100,-100,-59,-100,-65,-100,-77,-100,-100,-77,-77,-57,-81,-80,-85,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-81,-81,-83,-100,-100,-83,-93,-83,-83,-98,-100,-100,-98,-98,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-79,-95,-98,-100,-89,-92,-90,-86,-88,-87,-87,-88,-94,-100,-100,-57,-96,-100,-100,-100,-81,-100,-100,-73,-74,-82,-82,-100,-100,-74,-73,-88,-82,-84,-88,-91,-87,-72,-91,-92,-98,-72,-71,-87,-62,-100,-100,-100,-62,-61,-100,-100,-100,-100,-83,-76,-85,-82,-100,-100,-96,-100,-65,-100,-100,-95,-87,-88,-100,-100,-65,-100,-67,-100,-100,-100,-100,-65,-100,-100,-95,-65,-100,-100,-100,-61,-100,-66,-100,-76,-100,-100,-76,-76,-60,-80,-80,-82,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-82,-81,-85,-100,-100,-82,-92,-87,-84,-98,-100,-100,-95,-95,-99,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-78,-92,-100,-100,-86,-89,-87,-87,-88,-88,-86,-88,-92,-100,-100,-59,-94,-100,-98,-100,-81,-100,-100,-72,-73,-81,-82,-100,-100,-72,-72,-87,-87,-89,-88,-89,-94,-71,-88,-91,-99,-71,-71,-86,-61,-100,-100,-99,-61,-60,-100,-100,-100,-100,-82,-76,-84,-78,-100,-100,-94,-99,-66,-100,-100,-94,-80,-86,-100,-100,-64,-100,-65,-100,-100,-100,-99,-66,-99,-100,-94,-64,-100,-100,-100,-59,-100,-66,-100,-76,-100,-100,-76,-77,-58,-81,-80,-84,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-82,-82,-83,-100,-100,-85,-93,-83,-83,-98,-100,-100,-98,-98,-99,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-80,-96,-98,-100,-91,-92,-91,-86,-88,-86,-87,-90,-95,-100,-100,-56,-97,-100,-100,-100,-82,-100,-100,-74,-74,-82,-82,-100,-100,-74,-74,-88,-80,-81,-89,-92,-83,-72,-91,-93,-98,-72,-72,-88,-62,-100,-100,-100,-62,-62,-100,-100,-100,-100,-84,-76,-86,-84,-100,-100,-97,-100,-64,-100,-100,-97,-90,-89,-100,-100,-66,-100,-67,-100,-100,-100,-100,-64,-100,-100,-97,-66,-100,-100,-100,-63,-100,-66,-100,-76,-100,-100,-76,-76,-62,-80,-79,-81,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-82,-80,-86,-100,-100,-83,-92,-89,-85,-98,-100,-100,-94,-93,-98,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-82,-96,-98,-100,-92,-93,-92,-86,-87,-86,-87,-89,-94,-100,-100,-56,-97,-100,-99,-100,-82,-100,-100,-74,-74,-82,-82,-100,-100,-74,-74,-88,-80,-80,-89,-93,-81,-72,-92,-94,-97,-72,-72,-88,-62,-100,-100,-100,-62,-62,-100,-100,-100,-100,-84,-76,-87,-85,-100,-100,-98,-100,-64,-100,-100,-97,-91,-90,-100,-100,-66,-100,-66,-100,-100,-100,-100,-64,-100,-100,-97,-66,-100,-100,-100,-63,-100,-66,-100,-75,-100,-100,-75,-75,-63,-80,-79,-80,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-82,-80,-87,-100,-100,-84,-92,-90,-85,-98,-100,-100,-93,-92,-98,-96,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-79,-95,-98,-100,-89,-92,-90,-86,-88,-87,-87,-88,-94,-100,-100,-57,-96,-100,-100,-100,-81,-100,-100,-73,-74,-82,-82,-100,-100,-74,-73,-88,-82,-84,-88,-91,-87,-72,-91,-92,-98,-72,-71,-87,-62,-100,-100,-100,-62,-61,-100,-100,-100,-100,-83,-76,-85,-82,-100,-100,-96,-100,-65,-100,-100,-95,-87,-88,-100,-100,-65,-100,-66,-100,-100,-100,-100,-65,-100,-100,-95,-65,-100,-100,-100,-61,-100,-66,-100,-76,-100,-100,-76,-76,-60,-80,-80,-82,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-82,-81,-85,-100,-100,-83,-92,-87,-84,-98,-100,-100,-96,-95,-99,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-84,-97,-98,-100,-92,-93,-92,-86,-88,-86,-87,-91,-96,-100,-100,-54,-98,-100,-100,-100,-83,-100,-100,-75,-75,-82,-83,-100,-100,-75,-75,-90,-78,-78,-90,-94,-79,-72,-93,-94,-96,-72,-72,-89,-63,-100,-100,-100,-63,-63,-100,-100,-100,-100,-84,-77,-88,-86,-100,-100,-98,-98,-64,-100,-100,-97,-92,-89,-100,-100,-67,-100,-66,-100,-100,-100,-100,-64,-100,-100,-98,-67,-100,-100,-100,-64,-100,-67,-100,-76,-100,-100,-76,-76,-64,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-85,-82,-89,-100,-100,-86,-92,-91,-86,-99,-100,-100,-94,-92,-98,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-80,-96,-98,-100,-91,-92,-91,-86,-88,-86,-87,-90,-95,-100,-100,-56,-97,-100,-100,-100,-82,-100,-100,-74,-74,-82,-82,-100,-100,-74,-74,-88,-80,-81,-89,-92,-83,-72,-91,-93,-98,-72,-72,-88,-62,-100,-100,-100,-62,-62,-100,-100,-100,-100,-84,-76,-86,-84,-100,-100,-97,-100,-64,-100,-100,-97,-90,-89,-100,-100,-66,-100,-67,-100,-100,-100,-100,-64,-100,-100,-97,-66,-100,-100,-100,-63,-100,-66,-100,-76,-100,-100,-76,-76,-62,-80,-79,-81,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-82,-80,-86,-100,-100,-83,-92,-89,-85,-98,-100,-100,-94,-93,-98,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-80,-96,-98,-100,-91,-92,-91,-86,-88,-86,-87,-90,-95,-100,-100,-56,-97,-100,-100,-100,-82,-100,-100,-74,-74,-82,-82,-100,-100,-74,-74,-88,-80,-81,-89,-92,-83,-72,-91,-93,-98,-72,-72,-88,-62,-100,-100,-100,-62,-62,-100,-100,-100,-100,-84,-76,-86,-84,-100,-100,-97,-100,-64,-100,-100,-97,-90,-89,-100,-100,-66,-100,-67,-100,-100,-100,-100,-64,-100,-100,-97,-66,-100,-100,-100,-63,-100,-66,-100,-76,-100,-100,-76,-76,-62,-80,-79,-81,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-82,-80,-86,-100,-100,-83,-92,-89,-85,-98,-100,-100,-94,-93,-98,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-85,-100,-98,-100,-95,-95,-92,-92,-95,-94,-92,-97,-98,-100,-100,-48,-100,-100,-100,-100,-85,-100,-100,-78,-78,-84,-85,-100,-100,-80,-78,-96,-80,-76,-96,-98,-75,-76,-97,-98,-98,-76,-76,-95,-68,-100,-100,-100,-68,-68,-100,-100,-100,-100,-87,-80,-96,-89,-100,-100,-100,-100,-66,-100,-100,-100,-97,-89,-100,-100,-73,-100,-68,-100,-100,-100,-100,-66,-100,-100,-97,-73,-100,-100,-100,-74,-100,-72,-100,-79,-100,-100,-80,-80,-74,-84,-86,-86,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-73,-84,-75,-92,-100,-100,-93,-94,-97,-94,-100,-100,-100,-96,-95,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-87,-100,-100,-100,-95,-95,-90,-96,-100,-100,-95,-100,-98,-100,-100,-46,-100,-100,-100,-100,-86,-100,-100,-81,-81,-86,-87,-100,-100,-83,-81,-100,-83,-78,-100,-100,-76,-78,-100,-100,-100,-78,-78,-99,-72,-100,-100,-100,-71,-72,-100,-100,-100,-100,-85,-81,-100,-88,-100,-100,-100,-100,-68,-100,-100,-100,-95,-87,-100,-100,-76,-100,-69,-100,-100,-100,-100,-68,-100,-100,-94,-76,-100,-100,-100,-81,-100,-76,-100,-82,-100,-100,-82,-83,-81,-87,-92,-92,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-68,-82,-72,-94,-100,-100,-96,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-86,-100,-100,-100,-95,-95,-90,-96,-100,-100,-95,-100,-99,-100,-100,-46,-100,-100,-100,-100,-86,-100,-100,-81,-81,-86,-87,-100,-100,-83,-81,-100,-83,-78,-100,-100,-76,-78,-100,-100,-100,-78,-78,-99,-72,-100,-100,-100,-71,-72,-100,-100,-100,-100,-86,-81,-100,-88,-100,-100,-100,-100,-68,-100,-100,-100,-95,-87,-100,-100,-76,-100,-69,-100,-100,-100,-100,-68,-100,-100,-94,-76,-100,-100,-100,-80,-100,-76,-100,-82,-100,-100,-82,-83,-80,-87,-92,-92,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-68,-83,-72,-94,-100,-100,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-87,-100,-99,-100,-94,-94,-91,-92,-95,-94,-92,-98,-99,-100,-100,-47,-100,-100,-100,-100,-86,-100,-100,-79,-79,-85,-86,-100,-100,-80,-79,-97,-80,-76,-97,-98,-76,-76,-98,-98,-97,-76,-75,-96,-69,-100,-100,-100,-68,-69,-100,-100,-100,-100,-86,-80,-96,-88,-100,-100,-99,-98,-67,-100,-100,-99,-95,-87,-100,-100,-73,-100,-68,-100,-100,-100,-100,-67,-100,-100,-96,-73,-100,-100,-100,-75,-100,-73,-100,-80,-100,-100,-80,-81,-75,-84,-87,-88,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-85,-76,-93,-100,-100,-95,-95,-97,-95,-100,-100,-100,-97,-96,-99,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-86,-100,-100,-100,-95,-95,-90,-96,-100,-100,-95,-100,-99,-100,-100,-46,-100,-100,-100,-100,-86,-100,-100,-81,-81,-86,-87,-100,-100,-83,-81,-100,-83,-78,-100,-100,-76,-78,-100,-100,-100,-78,-78,-99,-72,-100,-100,-100,-71,-72,-100,-100,-100,-100,-86,-81,-100,-88,-100,-100,-100,-100,-68,-100,-100,-100,-95,-87,-100,-100,-76,-100,-69,-100,-100,-100,-100,-68,-100,-100,-94,-76,-100,-100,-100,-80,-100,-76,-100,-82,-100,-100,-82,-83,-80,-87,-92,-92,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-68,-83,-72,-94,-100,-100,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
